Model,Type,Name,SecondaryName,Population,HasStratification,NumFlows,FlowTypes,Source,Confidence,Notes,Target,FlowType,Rate,HasStratumSpecificRates,Description,ParameterType,Value,Unit,Category,Values
Hiv3,Parameter,BetaI1,,,,,,Model file,Certain,,,,,,Transmission intensity from untreated stage I1; early untreated infection contributes substantially to onward transmission,CONSTANT,0.08,,,
Hiv3,Parameter,BetaI2,,,,,,Model file,Certain,,,,,,Transmission intensity from untreated stage I2,CONSTANT,0.05,,,
Hiv3,Parameter,BetaI3,,,,,,Model file,Certain,,,,,,Transmission intensity from untreated stage I3,CONSTANT,0.04,,,
Hiv3,Parameter,BetaI4,,,,,,Model file,Certain,,,,,,Transmission intensity from untreated stage I4,CONSTANT,0.06,,,
Hiv3,Parameter,BetaA1,,,,,,Model file,Certain,,,,,,"Residual transmission from ART stage A1, approximating strong ART-associated reduction in infectiousness",CONSTANT,0.0008,,,
Hiv3,Parameter,BetaA2,,,,,,Model file,Certain,,,,,,Residual transmission from ART stage A2,CONSTANT,0.0005,,,
Hiv3,Parameter,BetaA3,,,,,,Model file,Certain,,,,,,Residual transmission from ART stage A3,CONSTANT,0.0004,,,
Hiv3,Parameter,BetaA4,,,,,,Model file,Certain,,,,,,Residual transmission from ART stage A4,CONSTANT,0.0006,,,
Hiv3,Parameter,ProgressI1toI2,,,,,,Model file,Certain,,,,,,Progression rate from untreated stage I1 to I2,CONSTANT,0.25,,,
Hiv3,Parameter,ProgressI2toI3,,,,,,Model file,Certain,,,,,,Progression rate from untreated stage I2 to I3,CONSTANT,0.20,,,
Hiv3,Parameter,ProgressI3toI4,,,,,,Model file,Certain,,,,,,Progression rate from untreated stage I3 to I4,CONSTANT,0.18,,,
Hiv3,Parameter,UntreatedMortalityI4,,,,,,Model file,Certain,,,,,,Mortality rate from untreated late stage I4,CONSTANT,0.30,,,
Hiv3,Parameter,ARTStartI1,,,,,,Model file,Certain,,,,,,Immediate ART uptake from stage I1 after diagnosis,CONSTANT,0.70,,,
Hiv3,Parameter,ARTStartI2,,,,,,Model file,Certain,,,,,,Immediate ART uptake from stage I2 after diagnosis,CONSTANT,0.70,,,
Hiv3,Parameter,ARTStartI3,,,,,,Model file,Certain,,,,,,Immediate ART uptake from stage I3 after diagnosis,CONSTANT,0.70,,,
Hiv3,Parameter,ARTStartI4,,,,,,Model file,Certain,,,,,,Immediate ART uptake from stage I4 after diagnosis,CONSTANT,0.70,,,
Hiv3,Parameter,ProgressA1toA2,,,,,,Model file,Certain,,,,,,Progression while on ART from A1 to A2,CONSTANT,0.08,,,
Hiv3,Parameter,ProgressA2toA3,,,,,,Model file,Certain,,,,,,Progression while on ART from A2 to A3,CONSTANT,0.07,,,
Hiv3,Parameter,ProgressA3toA4,,,,,,Model file,Certain,,,,,,Progression while on ART from A3 to A4,CONSTANT,0.06,,,
Hiv3,Parameter,ARTMortalityA4,,,,,,Model file,Certain,,,,,,Mortality rate from late stage A4 while on ART,CONSTANT,0.05,,,
Hiv3,Parameter,ARTDropoutRate,,,,,,Model file,Certain,,,,,,Long-term annual ART dropout rate used in the paper's implementation assumptions,CONSTANT,0.015,,,
Influezna1,Compartment,Susceptible,,29370000,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna1,Compartment,Exposed,E1,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna1,Compartment,Exposed,E2,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna1,Compartment,Infectious,I1,1515,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna1,Compartment,Infectious,I2,1515,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna1,Compartment,Removed,,25100935,False,0.0,None,Model file,Certain,,,,,,,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Infection: S→E1 via contact with I1; λ(t)=β*I(t)/N under homogeneous mixing,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Infection: S→E1 via contact with I2; λ(t)=β*I(t)/N under homogeneous mixing,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Progression: E1→E2 at daily rate σ,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Progression: E2→I1 at daily rate σ,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Progression: I1→I2 at daily rate γ,,,,,
Influezna1,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,0.0,False,Removal: I2→R at daily rate γ,,,,,
Influezna1,Parameter,σ,,,,,,Model file,Certain,,,,,,Daily transition rate E1→E2 and E2→I1 (two-stage latent period),CONSTANT,1,1/day,,
Influezna1,Parameter,γ,,,,,,Model file,Certain,,,,,,Daily transition rate I1→I2 and I2→R (two-stage infectious period),CONSTANT,0.5797,1/day,,
Influezna1,Parameter,β,,,,,,Model file,Certain,,,,,,Transmission rate in λ(t)=β*I(t)/N (homogeneous mixing),CONSTANT,1.24,1/day,,
Influezna2,Compartment,Susceptible,,999000,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,Exposed,,500,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,InfectiousClinical,,250,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,InfectiousSubclinical,,250,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,TreatedClinical,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,Protected,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna2,Compartment,Removed,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.0,False,"Infection of susceptible individuals by clinical infectious cases; corresponds to the paper's transmission processes across households, schools, workplaces and community",,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.1,False,Infection of susceptible individuals by subclinical infectious cases; included because the paper distinguishes infected individuals from clinical cases,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Protected,RateFlow,//@parameters.7,False,Protective coverage by prophylaxis or vaccination; represents intervention-driven movement into temporary protection,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,InfectiousClinical,RateFlow,//@parameters.2,False,Progression from latent infection to clinical infectiousness; approximately half of infections become clinical cases in the paper,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,InfectiousSubclinical,RateFlow,//@parameters.3,False,Progression from latent infection to subclinical infectiousness; complements the 50% clinical assumption used in the paper,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,TreatedClinical,RateFlow,//@parameters.4,False,Rapid antiviral treatment of clinical cases; the paper emphasizes treatment only has strong transmission impact if given within one day of symptom onset,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.5,False,Recovery/removal of untreated clinical infectious cases,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.6,False,Recovery/removal of subclinical infectious cases,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.8,False,Recovery/removal after antiviral treatment of clinical cases,,,,,
Influezna2,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.9,False,Loss of prophylactic or vaccine protection and return to susceptibility,,,,,
Influezna2,Parameter,ClinicalTransmissionRate,,,,,,Model file,Certain,,,,,,Effective transmission rate from clinical infectious cases in the compartmental abstraction of the paper,CONSTANT,0.45,,,
Influezna2,Parameter,SubclinicalTransmissionRate,,,,,,Model file,Certain,,,,,,Effective transmission rate from subclinical infectious cases,CONSTANT,0.22,,,
Influezna2,Parameter,ClinicalProgressionRate,,,,,,Model file,Certain,,,,,,"Latent-to-clinical progression rate, reflecting that roughly 50 percent of infections become clinical cases in the paper",CONSTANT,0.38,,,
Influezna2,Parameter,SubclinicalProgressionRate,,,,,,Model file,Certain,,,,,,Latent-to-subclinical progression rate,CONSTANT,0.38,,,
Influezna2,Parameter,TreatmentRate,,,,,,Model file,Certain,,,,,,Rapid treatment rate for clinical cases; chosen to reflect same-day to one-day treatment emphasis in the paper,CONSTANT,1.0,,,
Influezna2,Parameter,ClinicalRecoveryRate,,,,,,Model file,Certain,,,,,,Recovery rate from untreated clinical infectiousness,CONSTANT,0.33,,,
Influezna2,Parameter,SubclinicalRecoveryRate,,,,,,Model file,Certain,,,,,,Recovery rate from subclinical infectiousness,CONSTANT,0.33,,,
Influezna2,Parameter,ProtectionAcquisitionRate,,,,,,Model file,Certain,,,,,,Population movement into temporary protection through prophylaxis or vaccination interventions,CONSTANT,0.02,,,
Influezna2,Parameter,TreatedRecoveryRate,,,,,,Model file,Certain,,,,,,Recovery rate from treated clinical infection,CONSTANT,0.5,,,
Influezna2,Parameter,ProtectionLossRate,,,,,,Model file,Certain,,,,,,Loss of prophylactic or vaccine-induced protection,CONSTANT,0.05,,,
Influezna3,Compartment,Susceptible,,9800,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,VaccinatedEffectiveNotYetProtected,,0,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,VaccinatedIneffective,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,ProtectedByVaccination,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,Latent,,20,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,InfectiousCommunity,,20,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,Hospitalized,,5,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,Recovered,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Influezna3,Compartment,Dead,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.0,False,"Influenza infection of susceptible individuals through contact with infectious community cases and hospitalized cases, corresponding to the force of infection lambda_i in the paper",,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.1,False,"Influenza infection of susceptible individuals through contact with hospitalized infectious individuals, included in lambda_i in the paper",,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,VaccinatedEffectiveNotYetProtected,RateFlow,//@parameters.2,False,Effective vaccination of susceptible individuals; corresponds to e_i * nu(t) * S_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,VaccinatedIneffective,RateFlow,//@parameters.3,False,Ineffective vaccination of susceptible individuals; corresponds to (1-e_i) * nu(t) * S_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.0,False,Breakthrough infection before vaccine-derived protection is established; corresponds to lambda_i * V_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.1,False,Breakthrough infection from hospitalized infectious individuals before protection is established,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,ProtectedByVaccination,RateFlow,//@parameters.4,False,Development of vaccine-derived protection after delay; corresponds to gamma * V_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.0,False,Infection of ineffectively vaccinated individuals; corresponds to lambda_i * U_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Latent,RateFlow,//@parameters.1,False,Infection of ineffectively vaccinated individuals from hospitalized infectious individuals,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,InfectiousCommunity,RateFlow,//@parameters.5,False,Progression from latent infection to symptomatic infectiousness; corresponds to kappa * E_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Hospitalized,RateFlow,//@parameters.6,False,Hospitalization of infectious cases; corresponds to a_i * I_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Recovered,RateFlow,//@parameters.7,False,Recovery of non-hospitalized infectious cases; corresponds to c_1 * I_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Recovered,RateFlow,//@parameters.8,False,Recovery from hospitalization; corresponds to c_2 * H_i in the paper,,,,,
Influezna3,Flow,,,,,,,Model file,Certain,,Dead,RateFlow,//@parameters.9,False,Influenza mortality among hospitalized cases; corresponds to d_i * H_i in the paper,,,,,
Influezna3,Parameter,CommunityTransmissionRate,,,,,,Model file,Certain,,,,,,Representative age-specific transmission term from infectious community cases; in the paper lambda_i depends on the age-structured contact matrix and transmission probability q,CONSTANT,0.45,,,
Influezna3,Parameter,HospitalTransmissionRate,,,,,,Model file,Certain,,,,,,Representative contribution of hospitalized infectious individuals to the force of infection; the paper includes I_j + H_j in the force of infection,CONSTANT,0.20,,,
Influezna3,Parameter,EffectiveVaccinationRate,,,,,,Model file,Certain,,,,,,"e_i * nu(t), effective vaccination rate for this representative age group",CONSTANT,0.03,,,
Influezna3,Parameter,IneffectiveVaccinationRate,,,,,,Model file,Certain,,,,,,"(1-e_i) * nu(t), ineffective vaccination rate for this representative age group",CONSTANT,0.01,,,
Influezna3,Parameter,ProtectionDelayRate,,,,,,Model file,Certain,,,,,,"gamma, rate of becoming protected after vaccination; mean 10 days in the paper",CONSTANT,0.10,,,
Influezna3,Parameter,LatentProgressionRate,,,,,,Model file,Certain,,,,,,"kappa, progression rate from latent to infectious; based on mean latent period 1.9 days in the paper",CONSTANT,0.526,,,
Influezna3,Parameter,HospitalizationRate,,,,,,Model file,Certain,,,,,,"a_i, age-specific hospitalization rate among infectious individuals",CONSTANT,0.08,,,
Influezna3,Parameter,CommunityRecoveryRate,,,,,,Model file,Certain,,,,,,"c_1, recovery rate for infectious individuals in the community; based on mean 1.5 days in the paper",CONSTANT,0.667,,,
Influezna3,Parameter,HospitalRecoveryRate,,,,,,Model file,Certain,,,,,,"c_2, recovery rate for hospitalized individuals; based on mean 1.5 days in the paper",CONSTANT,0.667,,,
Influezna3,Parameter,HospitalMortalityRate,,,,,,Model file,Certain,,,,,,"d_i, age-specific mortality rate among hospitalized individuals",CONSTANT,0.015,,,
Malaria1,Compartment,Susceptible humans (SH),,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Vaccinated humans (VH),,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Vector-exposed humans (EH1),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Non-vector-exposed humans (EH2),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Infectious humans (IH),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Treated humans (TH),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Recovered humans (RH),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Susceptible mosquitoes (SM),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Exposed mosquitoes (EM),,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria1,Compartment,Infectious mosquitoes (IM),,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Vector-exposed humans (EH1),RateFlow,//@parameters.6,False,Vector exposure of susceptible humans: λV^S * SH (contact with IM).,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Non-vector-exposed humans (EH2),RateFlow,//@parameters.8,False,Non-vector exposure of susceptible humans: λH^S * SH (contact with IH).,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Vector-exposed humans (EH1),RateFlow,//@parameters.5,False,Vector exposure of vaccinated humans: λV^V * VH (contact with IM).,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Non-vector-exposed humans (EH2),RateFlow,//@parameters.7,False,Non-vector exposure of vaccinated humans: λH^V * VH (contact with IH).,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Infectious humans (IH),RateFlow,//@parameters.9,False,Progression EH1 -> IH at rate σ1.,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Infectious humans (IH),RateFlow,//@parameters.10,False,Progression EH2 -> IH at rate σ2.,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Treated humans (TH),RateFlow,//@parameters.12,False,Treatment IH -> TH at rate τ.,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Recovered humans (RH),RateFlow,//@parameters.13,False,Recovery TH -> RH at rate γ.,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Susceptible humans (SH),RateFlow,//@parameters.4,False,Immunity loss RH -> SH at rate ω.,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Exposed mosquitoes (EM),RateFlow,//@parameters.15,False,Mosquito infection: λM * SM (contact with IH).,,,,,
Malaria1,Flow,,,,,,,Model file,Certain,,Infectious mosquitoes (IM),RateFlow,//@parameters.16,False,Progression EM -> IM at rate σM.,,,,,
Malaria1,Parameter,α1,,,,,,Model file,Certain,,,,,,Human birth/recruitment rate (α1),CONSTANT,15129,people/time,,
Malaria1,Parameter,(1-k)*α1,,,,,,Model file,Certain,,,,,,Recruitment into SH,EXPRESSION,(1-k) * α1,people/time,,
Malaria1,Parameter,k*α1,,,,,,Model file,Certain,,,,,,Recruitment into VH,EXPRESSION,k * α1,people/time,,
Malaria1,Parameter,μ1,,,,,,Model file,Certain,,,,,,Natural death rate of humans (μ1),CONSTANT,0.001384,1/time,,
Malaria1,Parameter,ω,,,,,,Model file,Certain,,,,,,Immunity loss rate from RH to SH (ω),CONSTANT,0.98765,1/time,,
Malaria1,Parameter,λV^V,,,,,,Model file,Certain,,,,,,Effective contact rate of vaccinated humans with IM (vector route) (V1 in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,λV^S,,,,,,Model file,Certain,,,,,,Effective contact rate of susceptible humans with IM (vector route) (V2 in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,λH^V,,,,,,Model file,Certain,,,,,,Effective contact rate of vaccinated humans with IH (non-vector route) (H1 in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,λH^S,,,,,,Model file,Certain,,,,,,Effective contact rate of susceptible humans with IH (non-vector route) (H2 in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,σ1,,,,,,Model file,Certain,,,,,,Progression EH1 -> IH (σ1 in paper),CONSTANT,0.001995,1/time,,
Malaria1,Parameter,σ2,,,,,,Model file,Certain,,,,,,Progression EH2 -> IH (σ2 in paper),CONSTANT,0.001995,1/time,,
Malaria1,Parameter,δ1,,,,,,Model file,Certain,,,,,,Disease-induced death rate in humans (δ1 in paper),CONSTANT,0.017325,1/time,,
Malaria1,Parameter,τ,,,,,,Model file,Certain,,,,,,Progression IH -> TH (treatment rate τ),CONSTANT,0.0,1/time,,
Malaria1,Parameter,γ,,,,,,Model file,Certain,,,,,,Progression TH -> RH (recovery rate γ),CONSTANT,0.120342,1/time,,
Malaria1,Parameter,α2,,,,,,Model file,Certain,,,,,,Mosquito recruitment rate (α2),CONSTANT,0.0,mosquitoes/time,,
Malaria1,Parameter,λM,,,,,,Model file,Certain,,,,,,Effective contact rate of susceptible mosquitoes with IH (M in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,σM,,,,,,Model file,Certain,,,,,,Progression EM -> IM (σM in paper),CONSTANT,0.0,1/time,,
Malaria1,Parameter,μ2,,,,,,Model file,Certain,,,,,,Natural death rate of mosquitoes (μ2),CONSTANT,0.1,1/time,,
Malaria1,Parameter,k,,,,,,Model file,Certain,,,,,,Fraction of newborns vaccinated (k),CONSTANT,0.6,dimensionless,,
Malaria2,Compartment,Susceptible,,9900,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Compartment,TreatedClinicalDisease,,25,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Compartment,UntreatedClinicalDisease,,25,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Compartment,Prophylaxis,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Compartment,AsymptomaticPatentInfection,,30,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Compartment,AsymptomaticSubPatentInfection,,10,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,TreatedClinicalDisease,RateFlow,//@parameters.0,False,Infection of susceptible individuals leading to clinical disease that is successfully treated; derived from phi * lambda and treatment probability f_T in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,UntreatedClinicalDisease,RateFlow,//@parameters.1,False,Infection of susceptible individuals leading to untreated clinical disease; derived from phi * lambda and treatment failure probability (1-f_T) in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfection,RateFlow,//@parameters.2,False,Infection of susceptible individuals leading directly to asymptomatic patent infection; derived from lambda * (1-phi) in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,Prophylaxis,RateFlow,//@parameters.3,False,Successful treatment clears infection and moves the individual into prophylactic protection; corresponds to T -> P with rate r_T in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfection,RateFlow,//@parameters.4,False,Untreated clinical disease resolves into patent asymptomatic infection; corresponds to D -> A with rate r_D in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.5,False,Loss of prophylactic protection and return to susceptibility; corresponds to P -> S with rate r_P in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,AsymptomaticSubPatentInfection,RateFlow,//@parameters.6,False,Patent asymptomatic infection becomes sub-patent; corresponds to A -> U with rate r_A in the paper,,,,,
Malaria2,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.7,False,Sub-patent infection clears and individual becomes susceptible again; corresponds to U -> S with rate r_U in the paper,,,,,
Malaria2,Parameter,ClinicalTreatedInfectionRate,,,,,,Model file,Certain,,,,,,Approximate infection-to-treated-clinical transition intensity representing phi * lambda * f_T in the paper,CONSTANT,0.18,,,
Malaria2,Parameter,ClinicalUntreatedInfectionRate,,,,,,Model file,Certain,,,,,,Approximate infection-to-untreated-clinical transition intensity representing phi * lambda * (1-f_T) in the paper,CONSTANT,0.08,,,
Malaria2,Parameter,AsymptomaticInfectionRate,,,,,,Model file,Certain,,,,,,Approximate infection-to-asymptomatic transition intensity representing lambda * (1-phi) in the paper,CONSTANT,0.22,,,
Malaria2,Parameter,TreatmentToProphylaxisRate,,,,,,Model file,Certain,,,,,,Rate r_T from treated clinical disease to prophylaxis,CONSTANT,1.0,,,
Malaria2,Parameter,UntreatedDiseaseResolutionRate,,,,,,Model file,Certain,,,,,,Rate r_D from untreated clinical disease to patent asymptomatic infection,CONSTANT,0.35,,,
Malaria2,Parameter,ProphylaxisLossRate,,,,,,Model file,Certain,,,,,,Rate r_P for loss of prophylactic protection and return to susceptibility,CONSTANT,0.20,,,
Malaria2,Parameter,PatentToSubPatentRate,,,,,,Model file,Certain,,,,,,Rate r_A from patent asymptomatic infection to sub-patent infection,CONSTANT,0.12,,,
Malaria2,Parameter,SubPatentClearanceRate,,,,,,Model file,Certain,,,,,,Rate r_U from sub-patent infection to susceptible,CONSTANT,0.10,,,
Malaria3,Compartment,Susceptible,,9300,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,SymptomaticInfectious,,120,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,AsymptomaticPatentInfectious,,250,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,SubpatentInfectious,,180,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,TreatedInfectious,,40,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,ProtectedByProphylaxis,,60,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,SusceptibleMosquitoes,,30000,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,ExposedMosquitoes,,80,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Malaria3,Compartment,InfectiousMosquitoes,,50,False,0.0,None,Model file,Certain,,,,,,,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,SymptomaticInfectious,RateFlow,//@parameters.0,False,New infection of uninfected susceptible humans from infectious mosquito bites; represents force of infection followed by liver-stage progression into symptomatic infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.1,False,New infection of uninfected susceptible humans from infectious mosquito bites leading into asymptomatic patent infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,TreatedInfectious,RateFlow,//@parameters.2,False,Successful or attempted treatment of symptomatic cases moving into treated infectious state T,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.3,False,Untreated symptomatic infections progress to asymptomatic patent infection A,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,SymptomaticInfectious,RateFlow,//@parameters.4,False,Superinfection of symptomatic infectious humans from infectious mosquito bites; the paper allows superinfection in infected individuals,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.5,False,Superinfection of symptomatic infectious humans leading to asymptomatic patent infection under the simplified compmodel abstraction,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,SubpatentInfectious,RateFlow,//@parameters.6,False,Asymptomatic patent infections progress to subpatent infectious state U,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,SymptomaticInfectious,RateFlow,//@parameters.4,False,Superinfection of asymptomatic patent infectious humans from infectious mosquito bites leading to symptomatic infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.5,False,Superinfection of asymptomatic patent infectious humans from infectious mosquito bites maintaining patent infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.7,False,Clearance of subpatent infection back to uninfected susceptible state,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,SymptomaticInfectious,RateFlow,//@parameters.4,False,Superinfection of subpatent infectious humans leading to symptomatic infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.5,False,Superinfection of subpatent infectious humans leading to asymptomatic patent infection,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,ProtectedByProphylaxis,RateFlow,//@parameters.8,False,Recovery after successful treatment into temporary prophylactic protection P,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,AsymptomaticPatentInfectious,RateFlow,//@parameters.9,False,"Treatment failure leading to asymptomatic patent infection A, as described in the paper",,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,Susceptible,RateFlow,//@parameters.10,False,Loss of prophylactic protection and return to susceptible uninfected state,,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.11,False,"Mosquito infection from symptomatic infectious humans D, who have the highest human-to-mosquito transmission probability in the paper",,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.12,False,"Mosquito infection from asymptomatic patent infectious humans A, approximately three-fold less infectious than D in the paper",,,,,
Malaria3,Flow,,,,,,,Model file,Certain,,ExposedMosquitoes,RateFlow,//@parameters.13,False,"Mosquito infection from subpatent infectious humans U, approximately seventeen-fold less infectious than D in the paper",,,,,
